Gene	Control	Grave_I	Grave_II	SIZE	Group
gene_id_96784	17.24420968	14.46470313	4.011422222	1	#B0E0E6
gene_id_90269	32.94229032	45.00679844	42.40551111	1	#B0E0E6
gene_id_88519	4.988258065	6.119154688	14.34828611	1	#B0E0E6
gene_id_56767	8.52383871	7.339217188	4.245011111	1	#B0E0E6
gene_id_56763	14.57403226	13.54394844	7.733772222	1	#B0E0E6
gene_id_56761	15.38680645	14.20892188	7.970163889	1	#B0E0E6
gene_id_40571	7.119520968	8.276142188	0.986211111	1	#B0E0E6
gene_id_89070	4.021203226	5.069795313	12.96358333	1	#B0E0E6
gene_id_96978	26.66937903	22.77563906	8.130911111	1	#B0E0E6
gene_id_96979	25.40282903	21.84792813	7.544238889	1	#B0E0E6
gene_id_96976	18.17217903	15.28614063	4.439505556	1	#B0E0E6
gene_id_96977	14.80004516	12.16288125	3.566272222	1	#B0E0E6
gene_id_96975	12.13785645	10.34435938	2.926530556	1	#B0E0E6
gene_id_96971	11.98873387	9.913935938	2.908577778	1	#B0E0E6
gene_id_57273	11.58879032	10.23978281	6.418944444	1	#B0E0E6
gene_id_68384	27.24664516	34.94967188	21.817425	1	#B0E0E6
gene_id_68385	25.66464516	31.20265625	19.61190278	1	#B0E0E6
gene_id_83121	11.51445161	9.955998438	0.372447222	1	#B0E0E6
gene_id_45331	8.112553226	5.359325	4.224633333	1	#B0E0E6
gene_id_128099	13.36677419	12.83577813	7.849069444	1	#B0E0E6
gene_id_102562	3.603216129	6.160404688	13.85830556	1	#B0E0E6
gene_id_128239	9.27883871	8.859614063	5.809722222	1	#B0E0E6
gene_id_99036	9.520658065	7.866779688	2.378530556	1	#B0E0E6
gene_id_99037	19.77725484	16.03659063	4.552644444	1	#B0E0E6
gene_id_99034	16.13759355	13.41817344	4.216908333	1	#B0E0E6
gene_id_99035	11.69914839	9.575379688	2.409202778	1	#B0E0E6
gene_id_88591	3.263290323	4.282496875	14.73897222	1	#B0E0E6
gene_id_127597	6.840967742	6.66971875	4.152405556	1	#B0E0E6
gene_id_127591	8.910354839	8.54254375	5.547438889	1	#B0E0E6
gene_id_127598	7.774983871	7.512475	4.746666667	1	#B0E0E6
gene_id_88389	4.766758065	5.527617188	13.88631111	1	#B0E0E6
gene_id_98707	15.89335968	13.03656406	3.901475	1	#B0E0E6
gene_id_98628	11.56339194	8.901228125	2.548972222	1	#B0E0E6
gene_id_98629	13.70575484	11.07992188	3.0472	1	#B0E0E6
gene_id_89567	4.239675806	5.111532813	13.48652778	1	#B0E0E6
gene_id_90201	4.246998387	4.766523438	11.79208333	1	#B0E0E6
gene_id_89997	4.728790323	5.504204688	11.60548333	1	#B0E0E6
gene_id_110389	9.378566129	9.622303125	0.018119444	1	#B0E0E6
gene_id_57339	26.0073	22.66489063	10.96275	1	#B0E0E6
gene_id_57337	7.498790323	7.09015	3.581988889	1	#B0E0E6
gene_id_57336	9.068967742	7.8615625	5.023722222	1	#B0E0E6
gene_id_57335	7.743451613	7.136953125	3.868741667	1	#B0E0E6
gene_id_24696	13.53317742	18.07073438	8.057375	1	#B0E0E6
gene_id_58863	14.16993548	12.78117344	6.896627778	1	#B0E0E6
gene_id_58861	15.52422581	15.72675	9.8901	1	#B0E0E6
gene_id_58864	9.235506452	8.133982813	3.930672222	1	#B0E0E6
gene_id_99376	16.23194677	13.3941125	3.998377778	1	#B0E0E6
gene_id_111414	19.77630161	23.68566875	0.619072222	1	#B0E0E6
gene_id_33335	3.728172581	24.02560938	14.39613889	1	#B0E0E6
gene_id_97702	11.32954032	9.554125	2.617988889	1	#B0E0E6
gene_id_97703	13.86028226	11.11467969	3.218158333	1	#B0E0E6
gene_id_97704	10.38883548	8.6359375	2.339747222	1	#B0E0E6
gene_id_128692	7.480225806	7.337967188	4.968677778	1	#B0E0E6
gene_id_128691	9.980419355	9.795785938	6.4807	1	#B0E0E6
gene_id_133821	10.19677419	6.4056125	9.594055556	1	#B0E0E6
gene_id_133825	8.887645161	5.5036375	8.449255556	1	#B0E0E6
gene_id_68026	8.323264516	6.574484375	2.287461111	1	#B0E0E6
gene_id_101682	6.270303226	10.08265781	21.81633056	1	#B0E0E6
gene_id_58459	7.634387097	7.152401563	4.194572222	1	#B0E0E6
gene_id_58458	19.13262903	16.10250156	10.18577778	1	#B0E0E6
gene_id_58451	13.01911613	12.28597969	7.117519444	1	#B0E0E6
gene_id_58457	18.61732258	17.00851563	8.966111111	1	#B0E0E6
gene_id_58454	16.48808065	16.05113906	9.493647222	1	#B0E0E6
gene_id_97661	16.80554839	13.80239219	3.829636111	1	#B0E0E6
gene_id_97660	13.78341774	11.12518438	3.152902778	1	#B0E0E6
gene_id_89374	6.448779032	7.861892188	23.86519444	1	#B0E0E6
gene_id_89370	5.152709677	6.031278125	15.15930556	1	#B0E0E6
gene_id_89371	4.748898387	5.364370313	13.32638889	1	#B0E0E6
gene_id_89373	5.204054839	5.692215625	14.10988889	1	#B0E0E6
gene_id_111581	14.11421935	5.583921875	8.530630556	1	#B0E0E6
gene_id_57687	8.630177419	7.949640625	4.397144444	1	#B0E0E6
gene_id_57685	8.848096774	7.745332813	4.738138889	1	#B0E0E6
gene_id_57684	15.05117742	13.98914219	8.291527778	1	#B0E0E6
gene_id_57681	8.438435484	8.823921875	4.622869444	1	#B0E0E6
gene_id_57680	8.977112903	8.991751563	5.109555556	1	#B0E0E6
gene_id_111018	14.16627097	16.7880875	4.719511111	1	#B0E0E6
gene_id_49847	17.52841452	13.72515625	3.085641667	1	#B0E0E6
gene_id_49845	10.06653548	7.650139063	1.635988889	1	#B0E0E6
gene_id_128202	7.5585	6.966265625	12.37033333	1	#B0E0E6
gene_id_90291	6.478654839	10.75453125	14.37741667	1	#B0E0E6
gene_id_82178	11.40003226	9.251832813	4.915027778	1	#B0E0E6
gene_id_82177	7.972830645	6.328640625	2.733805556	1	#B0E0E6
gene_id_128305	7.885441935	7.5837625	4.812727778	1	#B0E0E6
gene_id_128307	16.5808129	15.87196875	9.525841667	1	#B0E0E6
gene_id_77335	7.542658065	6.102729688	11.564525	1	#B0E0E6
gene_id_77331	6.431475806	5.476079688	10.53841389	1	#B0E0E6
gene_id_77332	11.1338871	9.377421875	16.50545	1	#B0E0E6
gene_id_32784	1.023756452	10.95829063	7.693444444	1	#B0E0E6
gene_id_91298	8.949091935	10.23185938	24.20494444	1	#B0E0E6
gene_id_127398	7.622564516	7.530435938	5.028719444	1	#B0E0E6
gene_id_97339	8.990375806	7.182507813	1.678697222	1	#B0E0E6
gene_id_39841	9.208829032	10.94396875	1.098675	1	#B0E0E6
gene_id_128886	7.730983871	7.941292188	4.573055556	1	#B0E0E6
gene_id_56451	7.5265	5.860640625	4.143069444	1	#B0E0E6
gene_id_56450	11.34345161	10.06664531	6.188508333	1	#B0E0E6
gene_id_56454	8.063387097	8.003359375	5.226663889	1	#B0E0E6
gene_id_103099	4.232932258	6.626565625	14.20977778	1	#B0E0E6
gene_id_103098	4.439780645	7.151359375	15.23953889	1	#B0E0E6
gene_id_128029	6.980306452	6.87403125	4.545363889	1	#B0E0E6
gene_id_91900	6.044498387	6.871945313	16.246	1	#B0E0E6
gene_id_88879	8.070540323	9.829278125	18.72597222	1	#B0E0E6
gene_id_88877	5.792433871	7.24709375	14.11777778	1	#B0E0E6
gene_id_129772	13.26144516	13.34170781	8.472641667	1	#B0E0E6
gene_id_129773	7.269254839	7.247570313	4.662733333	1	#B0E0E6
gene_id_55398	9.710543548	8.191109375	5.587980556	1	#B0E0E6
gene_id_79078	2.837354839	2.541978125	21.34941667	1	#B0E0E6
gene_id_58621	7.964209677	7.272165625	3.5237	1	#B0E0E6
gene_id_58622	9.141209677	8.992979688	4.246341667	1	#B0E0E6
gene_id_58623	9.795419355	9.19493125	5.247469444	1	#B0E0E6
gene_id_58624	7.968903226	7.51171875	4.306183333	1	#B0E0E6
gene_id_83103	8.945462903	7.62813125	0.285808333	1	#B0E0E6
gene_id_20285	25.53535484	28.40290625	27.86594444	1	#B0E0E6
gene_id_128805	8.813241935	8.449889063	5.404611111	1	#B0E0E6
gene_id_128804	8.941741935	8.801885938	5.529627778	1	#B0E0E6
gene_id_96213	21.90494516	18.00247969	5.0111	1	#B0E0E6
gene_id_96212	14.33404677	11.85815156	3.024538889	1	#B0E0E6
gene_id_127412	8.834193548	8.367904688	5.577630556	1	#B0E0E6
gene_id_97324	11.87768226	9.598785938	2.6346	1	#B0E0E6
gene_id_97320	29.92819516	24.175125	6.376861111	1	#B0E0E6
gene_id_100935	4.798553226	7.836176563	16.73831667	1	#B0E0E6
gene_id_100933	7.53753871	11.41484063	23.50708333	1	#B0E0E6
gene_id_128141	12.44239032	12.33318281	7.593405556	1	#B0E0E6
gene_id_131000	12.82932581	9.825171875	11.76811111	1	#B0E0E6
gene_id_131007	12.99650484	11.46647031	11.69211389	1	#B0E0E6
gene_id_56391	13.46682258	10.91623438	7.036305556	1	#B0E0E6
gene_id_56395	13.70706452	11.48457813	7.756166667	1	#B0E0E6
gene_id_82766	10.63493871	8.88678125	0.995144444	1	#B0E0E6
gene_id_136567	5.853008065	7.73619375	9.990788889	1	#B0E0E6
gene_id_103116	5.042851613	8.057917188	17.16384444	1	#B0E0E6
gene_id_103117	4.257251613	6.964420313	14.71641667	1	#B0E0E6
gene_id_103115	6.087141935	9.196853125	19.57187778	1	#B0E0E6
gene_id_39731	7.743793548	9.089767188	0.815566667	1	#B0E0E6
gene_id_78889	7.147841935	13.76229219	6.340230556	1	#B0E0E6
gene_id_78886	4.854719355	9.465132813	8.832219444	1	#B0E0E6
gene_id_78885	10.74016935	34.36864219	19.961175	1	#B0E0E6
gene_id_129251	8.754841935	8.78198125	5.4806	1	#B0E0E6
gene_id_98349	27.43470645	22.2502375	6.698366667	1	#B0E0E6
gene_id_98348	18.51957903	15.33416406	4.214766667	1	#B0E0E6
gene_id_98346	25.96419516	19.75222031	4.044613889	1	#B0E0E6
gene_id_98345	12.35320806	10.22991563	2.739194444	1	#B0E0E6
gene_id_98343	11.31188548	8.408390625	2.559813889	1	#B0E0E6
gene_id_98342	23.74742258	19.55776875	5.248466667	1	#B0E0E6
gene_id_130922	5.744008065	15.47367813	0.560833333	1	#B0E0E6
gene_id_99434	12.02701613	11.30210469	11.37021389	1	#B0E0E6
gene_id_99433	13.45706129	11.65988594	8.999972222	1	#B0E0E6
gene_id_99430	8.5802	6.590304688	2.212411111	1	#B0E0E6
gene_id_99431	15.30322419	11.67332031	3.968086111	1	#B0E0E6
gene_id_96758	28.75730806	23.59667031	6.443144444	1	#B0E0E6
gene_id_89034	7.610483871	9.02225	15.42019444	1	#B0E0E6
gene_id_96757	23.85976935	19.5735	5.352980556	1	#B0E0E6
gene_id_96754	9.561104839	7.655239063	2.227402778	1	#B0E0E6
gene_id_96750	17.27955484	14.25952344	3.965708333	1	#B0E0E6
gene_id_137353	9.230627419	11.50338906	20.72242222	1	#B0E0E6
gene_id_137352	5.112117742	6.301240625	11.90058611	1	#B0E0E6
gene_id_137351	7.726259677	9.887359375	17.73160278	1	#B0E0E6
gene_id_90041	5.358224194	6.550539063	17.12375	1	#B0E0E6
gene_id_82891	10.75741452	9.019859375	2.753658333	1	#B0E0E6
gene_id_82896	9.812290323	8.206359375	0.664438889	1	#B0E0E6
gene_id_103832	4.516443548	7.298759375	15.82457222	1	#B0E0E6
gene_id_57995	11.11183871	9.976829688	4.378155556	1	#B0E0E6
gene_id_57992	12.81920968	11.459125	6.949986111	1	#B0E0E6
gene_id_57991	8.233032258	7.792414063	4.054416667	1	#B0E0E6
gene_id_55104	7.542548387	6.43246875	4.315202778	1	#B0E0E6
gene_id_132717	5.438030645	5.530529688	9.727138889	1	#B0E0E6
gene_id_54873	16.83405645	14.18482813	9.552958333	1	#B0E0E6
gene_id_82461	8.694177419	7.55371875	2.425975	1	#B0E0E6
gene_id_82463	11.36294516	10.6966875	3.223461111	1	#B0E0E6
gene_id_82465	13.28072581	12.35673438	2.265047222	1	#B0E0E6
gene_id_82285	9.280446774	7.945390625	0.307152778	1	#B0E0E6
gene_id_82281	10.36777419	9.862171875	3.692258333	1	#B0E0E6
gene_id_82280	25.54777419	24.17598438	12.50450833	1	#B0E0E6
gene_id_22651	11.08501613	10.12894844	9.990333333	1	#B0E0E6
gene_id_41758	11.70782258	11.09542188	9.1776	1	#B0E0E6
gene_id_41759	10.56699355	10.72535938	7.983311111	1	#B0E0E6
gene_id_111351	18.64972581	16.28278125	11.48489167	1	#B0E0E6
gene_id_100762	5.616664516	8.602373438	16.99219444	1	#B0E0E6
gene_id_100768	4.304151613	7.704721875	16.82230556	1	#B0E0E6
gene_id_114446	3.545325806	4.96115	16.99536111	1	#B0E0E6
gene_id_128408	15.03743548	14.54248125	8.934633333	1	#B0E0E6
gene_id_93007	6.916770968	5.790107813	7.439313889	1	#B0E0E6
gene_id_98650	8.826020968	7.059510938	1.860325	1	#B0E0E6
gene_id_137830	7.538164516	10.79793906	11.26513611	1	#B0E0E6
gene_id_137838	7.463266129	10.40539844	10.96893889	1	#B0E0E6
gene_id_129177	8.099716129	8.166229688	4.942863889	1	#B0E0E6
gene_id_82915	11.13855645	9.5880625	2.445680556	1	#B0E0E6
gene_id_56961	11.38074194	11.59671563	6.129555556	1	#B0E0E6
gene_id_56966	13.20903226	12.30672969	7.393	1	#B0E0E6
gene_id_57328	11.41172581	10.76817344	6.190627778	1	#B0E0E6
gene_id_57329	13.57441935	12.03590625	7.119466667	1	#B0E0E6
gene_id_57325	14.09493548	13.29296406	7.601416667	1	#B0E0E6
gene_id_41668	9.617837097	11.01045625	0.927225	1	#B0E0E6
gene_id_89296	5.666848387	5.442545313	13.28494444	1	#B0E0E6
gene_id_116814	7.690917742	8.569007813	17.21891667	1	#B0E0E6
gene_id_41667	9.161377419	10.78049063	1.001797222	1	#B0E0E6
gene_id_138053	4.585504839	6.494239063	8.988044444	1	#B0E0E6
gene_id_82582	20.42714516	17.83032813	6.865441667	1	#B0E0E6
gene_id_82588	12.74667419	10.81504688	1.34865	1	#B0E0E6
gene_id_127289	7.173129032	7.114620313	4.422866667	1	#B0E0E6
gene_id_42576	14.61729032	11.6196875	6.815288889	1	#B0E0E6
gene_id_42573	16.56698387	13.09	9.110055556	1	#B0E0E6
gene_id_57209	12.64582258	11.76046875	6.725444444	1	#B0E0E6
gene_id_85062	16.0588	27.03140625	15.181	1	#B0E0E6
gene_id_85064	13.76606452	22.21046875	11.68720556	1	#B0E0E6
gene_id_57206	8.109919355	8.327504688	4.737169444	1	#B0E0E6
gene_id_99049	13.21734839	10.91147813	3.103313889	1	#B0E0E6
gene_id_99048	11.68456774	9.623542188	2.516197222	1	#B0E0E6
gene_id_99043	46.99046613	30.69186719	5.867402778	1	#B0E0E6
gene_id_99042	11.05997419	9.078046875	2.348730556	1	#B0E0E6
gene_id_99041	11.6702	9.589254688	2.783905556	1	#B0E0E6
gene_id_99040	11.53625645	9.536917187	2.855397222	1	#B0E0E6
gene_id_99045	14.78495	11.95222969	3.138652778	1	#B0E0E6
gene_id_128634	13.63057097	13.14827813	8.675080556	1	#B0E0E6
gene_id_96545	13.0383	10.87507031	3.166688889	1	#B0E0E6
gene_id_96544	30.45710323	25.71173281	7.036494444	1	#B0E0E6
gene_id_96543	12.31551935	10.22860938	3.004269444	1	#B0E0E6
gene_id_96542	12.68669677	10.60331875	2.933108333	1	#B0E0E6
gene_id_96541	12.54320806	10.537275	3.320252778	1	#B0E0E6
gene_id_96540	17.88600968	14.84428438	4.229716667	1	#B0E0E6
gene_id_117924	3.145854839	5.101915625	17.49641667	1	#B0E0E6
gene_id_79546	6.86216129	10.67229688	9.978008333	1	#B0E0E6
gene_id_97636	7.557754839	10.25325	14.23314444	1	#B0E0E6
gene_id_97634	6.503403226	8.571	11.65411111	1	#B0E0E6
gene_id_97635	10.49347903	13.93273438	19.47268333	1	#B0E0E6
gene_id_90720	4.098567742	4.905092188	11.96208333	1	#B0E0E6
gene_id_82748	12.13526935	9.999157813	0.388427778	1	#B0E0E6
gene_id_35249	9.053548387	4.6722	5.512986111	1	#B0E0E6
gene_id_35248	15.45833871	8.94734375	9.708877778	1	#B0E0E6
gene_id_89299	4.851685484	4.469809375	11.94347222	1	#B0E0E6
gene_id_89298	6.651919355	6.28868125	16.30136111	1	#B0E0E6
gene_id_58126	15.00369032	14.18814063	6.391333333	1	#B0E0E6
gene_id_99160	17.20800645	14.33703906	3.836830556	1	#B0E0E6
gene_id_111407	13.52687903	15.82784844	3.86555	1	#B0E0E6
gene_id_82033	15.40346452	13.5869375	1.262877778	1	#B0E0E6
gene_id_82034	12.40509355	10.944125	1.568613889	1	#B0E0E6
gene_id_57590	10.05744677	9.183390625	4.885608333	1	#B0E0E6
gene_id_57594	8.283725806	7.389317188	4.130019444	1	#B0E0E6
gene_id_57598	7.876541935	8.451428125	4.670747222	1	#B0E0E6
gene_id_56882	9.541725806	9.054260938	5.505141667	1	#B0E0E6
gene_id_79890	11.43538387	10.54560781	20.82944444	1	#B0E0E6
gene_id_42472	9.245903226	10.28560938	3.334091667	1	#B0E0E6
gene_id_98208	8.999416129	7.274746875	1.924841667	1	#B0E0E6
gene_id_99327	15.18093548	12.361125	3.667691667	1	#B0E0E6
gene_id_97048	25.74186129	20.90984844	6.131541667	1	#B0E0E6
gene_id_129121	8.935258065	8.18596875	4.609530556	1	#B0E0E6
gene_id_110107	6.180640323	7.68019375	7.789194444	1	#B0E0E6
gene_id_89227	4.663312903	5.388775	12.82219444	1	#B0E0E6
gene_id_130608	13.86651613	13.197875	6.657044444	1	#B0E0E6
gene_id_56058	8.852395161	6.550265625	2.250433333	1	#B0E0E6
gene_id_56055	9.526851613	7.9694375	5.280263889	1	#B0E0E6
gene_id_56053	10.07448387	9.443235938	6.053322222	1	#B0E0E6
gene_id_24661	5.210545161	7.031546875	7.513036111	1	#B0E0E6
gene_id_24660	11.42853387	16.19614063	17.41078333	1	#B0E0E6
gene_id_98698	29.84739516	24.98401563	7.023677778	1	#B0E0E6
gene_id_98695	8.038804839	6.908848438	2.083272222	1	#B0E0E6
gene_id_98694	35.9426129	29.73698125	9.05375	1	#B0E0E6
gene_id_98691	13.54108871	11.430375	3.246625	1	#B0E0E6
gene_id_98690	18.66000323	15.315875	4.561738889	1	#B0E0E6
gene_id_98692	31.10733871	25.739725	7.566616667	1	#B0E0E6
gene_id_103411	3.294309677	5.726121875	12.79941667	1	#B0E0E6
gene_id_137463	5.240675806	9.190190625	9.145152778	1	#B0E0E6
gene_id_32497	3.076856452	16.67433906	8.311277778	1	#B0E0E6
gene_id_126982	7.320532258	6.848404688	4.067963889	1	#B0E0E6
gene_id_98672	14.20264677	11.84928281	3.39715	1	#B0E0E6
gene_id_97815	8.375077419	9.262364063	8.888613889	1	#B0E0E6
gene_id_97810	15.82368065	12.69750156	3.382413889	1	#B0E0E6
gene_id_97811	9.876087097	8.08569375	2.159747222	1	#B0E0E6
gene_id_97191	10.40961774	8.772320313	2.505388889	1	#B0E0E6
gene_id_102166	3.761364516	6.788895313	14.755	1	#B0E0E6
gene_id_79804	14.33742903	14.12348438	14.65740278	1	#B0E0E6
gene_id_96479	13.61630645	11.40155313	3.062205556	1	#B0E0E6
gene_id_98912	12.0468871	16.39015625	15.53245	1	#B0E0E6
gene_id_129488	7.98783871	11.64045313	10.59652778	1	#B0E0E6
gene_id_96780	15.72957581	12.88601563	3.752088889	1	#B0E0E6
gene_id_57656	7.727590323	7.892920313	2.798511111	1	#B0E0E6
gene_id_57658	14.53991613	12.64001719	7.246791667	1	#B0E0E6
gene_id_57659	14.02312903	11.52382813	7.067427778	1	#B0E0E6
gene_id_84587	8.282483871	11.5725	11.19045833	1	#B0E0E6
gene_id_116405	4.154137097	5.309365625	11.72966944	1	#B0E0E6
gene_id_110801	23.22707097	27.87389844	8.033636111	1	#B0E0E6
gene_id_128155	7.180145161	7.274703125	4.535741667	1	#B0E0E6
gene_id_96118	23.91859516	19.62676406	5.474583333	1	#B0E0E6
gene_id_96119	23.94847581	19.49596719	5.238177778	1	#B0E0E6
gene_id_97243	27.15640968	21.94918438	5.523294444	1	#B0E0E6
gene_id_97242	10.21614516	8.510139063	2.294272222	1	#B0E0E6
gene_id_97240	30.92969032	25.03734375	7.289422222	1	#B0E0E6
gene_id_97244	6.891495161	11.11581719	0.273627778	1	#B0E0E6
gene_id_129688	8.653329032	8.56228125	5.086269444	1	#B0E0E6
gene_id_127319	10.05233871	10.07257344	6.132155556	1	#B0E0E6
gene_id_68142	10.34046774	11.21265625	5.070630556	1	#B0E0E6
gene_id_68140	18.06275806	19.8840625	9.334102778	1	#B0E0E6
gene_id_68141	27.79301613	30.934625	13.84758333	1	#B0E0E6
gene_id_68147	19.3285	26.23748438	22.74458333	1	#B0E0E6
gene_id_68144	6.174235484	8.78050625	7.093472222	1	#B0E0E6
gene_id_89479	5.734145161	6.958509375	13.75661111	1	#B0E0E6
gene_id_128600	10.18023226	10.38323438	6.896683333	1	#B0E0E6
gene_id_128970	10.19044839	7.806625	4.872041667	1	#B0E0E6
gene_id_31646	2.663866129	14.42922188	7.332611111	1	#B0E0E6
gene_id_100482	4.503241935	7.596054688	16.56336944	1	#B0E0E6
gene_id_41111	8.652203226	9.961759375	0.815530556	1	#B0E0E6
gene_id_41112	9.49125	11.16465781	1.144822222	1	#B0E0E6
gene_id_41115	10.71386613	12.26562656	1.150736111	1	#B0E0E6
gene_id_40243	8.107195161	9.585465625	1.236766667	1	#B0E0E6
gene_id_40248	7.305109677	8.318465625	0.785872222	1	#B0E0E6
gene_id_98606	23.67533548	21.69661094	9.426080556	1	#B0E0E6
gene_id_137334	9.18966129	11.24919844	16.9262	1	#B0E0E6
gene_id_98607	14.8070629	13.30653125	5.990855556	1	#B0E0E6
gene_id_67921	48.30053226	69.73815625	64.86078056	1	#B0E0E6
gene_id_56487	10.50570968	8.447375	5.851741667	1	#B0E0E6
gene_id_99773	5.315253226	9.049317188	19.58686111	1	#B0E0E6
gene_id_111656	19.35179516	23.56787031	8.307125	1	#B0E0E6
gene_id_111657	13.33205484	15.972075	7.619669444	1	#B0E0E6
gene_id_111651	16.93979194	18.74901094	5.430972222	1	#B0E0E6
gene_id_111658	14.6000129	16.91880938	6.339388889	1	#B0E0E6
gene_id_67923	9.088248387	7.7468375	1.493163889	1	#B0E0E6
gene_id_95987	39.77679032	36.641875	29.31536389	1	#B0E0E6
gene_id_98608	17.51619032	14.53724531	4.073536111	1	#B0E0E6
gene_id_110241	8.992990323	10.78695156	0.6579	1	#B0E0E6
gene_id_98609	13.90095161	11.57410313	3.129669444	1	#B0E0E6
gene_id_103020	3.410691935	5.708270313	11.80911111	1	#B0E0E6
gene_id_103025	4.698093548	8.125746875	16.98819167	1	#B0E0E6
gene_id_91312	4.34541129	7.036485938	14.71327778	1	#B0E0E6
gene_id_61363	8.760983871	5.860515625	4.911194444	1	#B0E0E6
gene_id_78314	12.28775806	10.93928125	11.49416667	1	#B0E0E6
gene_id_78315	67.02482258	59.03390625	74.92486111	1	#B0E0E6
gene_id_78312	13.33462903	12.39745313	14.08666667	1	#B0E0E6
gene_id_78313	11.29367742	10.5105625	11.77813889	1	#B0E0E6
gene_id_78310	15.57167742	14.57967188	16.925275	1	#B0E0E6
gene_id_78311	15.95401613	14.88878125	16.60433056	1	#B0E0E6
gene_id_58690	8.444	7.792365625	3.746616667	1	#B0E0E6
gene_id_99983	4.034059677	6.681275	15.17359444	1	#B0E0E6
gene_id_70508	9.341906452	7.5070625	5.094175	1	#B0E0E6
gene_id_70503	9.511887097	7.761109375	4.253555556	1	#B0E0E6
gene_id_70506	21.73293548	17.79453125	9.484719444	1	#B0E0E6
gene_id_70505	15.13901613	12.33245313	6.635422222	1	#B0E0E6
gene_id_70504	12.23967742	9.876964063	5.437986111	1	#B0E0E6
gene_id_128916	7.44901129	7.617359375	4.559822222	1	#B0E0E6
gene_id_128918	6.988322581	6.9114625	4.383433333	1	#B0E0E6
gene_id_81657	13.55089194	11.18575469	0.400877778	1	#B0E0E6
gene_id_81654	28.20793548	24.300625	6.795997222	1	#B0E0E6
gene_id_81651	8.8029	7.886234375	1.932375	1	#B0E0E6
gene_id_55057	9.809577419	7.342704688	5.282472222	1	#B0E0E6
gene_id_55053	10.59849677	9.45790625	6.08945	1	#B0E0E6
gene_id_90316	6.222672581	6.679726563	18.64538333	1	#B0E0E6
gene_id_96922	23.75460161	19.52973125	5.516972222	1	#B0E0E6
gene_id_96925	12.20791935	10.05852031	2.704266667	1	#B0E0E6
gene_id_58321	8.301351613	8.07293125	4.429413889	1	#B0E0E6
gene_id_58323	8.039387097	7.805596875	3.931841667	1	#B0E0E6
gene_id_96924	9.641217742	8.045854688	2.234422222	1	#B0E0E6
gene_id_89829	4.286627419	4.834982813	11.95380556	1	#B0E0E6
gene_id_89822	4.582230645	5.380484375	14.01580556	1	#B0E0E6
gene_id_96927	10.67520484	8.798665625	2.420833333	1	#B0E0E6
gene_id_68573	17.66304839	10.65787344	9.407894444	1	#B0E0E6
gene_id_99253	24.76406774	20.304575	5.84225	1	#B0E0E6
gene_id_99251	10.86389839	9.144848438	2.259869444	1	#B0E0E6
gene_id_99257	9.158229032	7.468848438	2.201202778	1	#B0E0E6
gene_id_99255	24.98369355	20.55735625	5.922002778	1	#B0E0E6
gene_id_99258	16.50565968	13.59295938	3.801413889	1	#B0E0E6
gene_id_99259	49.40247742	40.05106875	11.18791667	1	#B0E0E6
